lowest_taxon,transient,genus,site_code,collection_date,max_forklength,my_rep,carbon,nitrogen,sulfur,c_percent,n_percent,s_percent,order,family,species,guild,transient_type,is_diadromous,id
O.aureus,Transient,Oreochromis,TR,2020-01-15,120,1,-17.09153161,16.99609061,6.45,46.75,14.84,1.04,Cichliformes,Cichlidae,aureus,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-01-15,40,1,-14.57082727,19.39577768,5.7,40.06,12.57,0.91,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-01-15,40,1,-14.57082727,19.39577768,8.88,40.06,12.57,0.93,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-01-15,40,2,-18.02790929,17.21506963,6.02,42.79,13.43,0.94,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
G.affinis,Resident,Gambusia,UN,2020-01-15,80,1,-25.73169188,13.82173082,5.83,39.87,11.4,0.9,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,UN,2020-01-15,80,2,-26.42621593,14.388186,5.77,39.62,11.78,0.88,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,UN,2020-01-15,80,3,-25.1471511,13.62387324,5.79,41.59,11.4,0.89,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,UN,2020-01-15,160,1,-22.43932198,12.77117741,5.77,48.95,15.63,1.03,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
E.gracile,Resident,Etheostoma,WM,2020-01-15,80,1,-29.29684286,14.52562459,7.09,44.17,11.67,0.84,Perciformes,Pecidae,gracile,Fish,Freshwater,Freshwater,NA
E.gracile,Resident,Etheostoma,WM,2020-01-15,80,2,-29.9108091,14.47936174,6.98,44.81,11.2,0.8,Perciformes,Pecidae,gracile,Fish,Freshwater,Freshwater,NA
E.gracile,Resident,Etheostoma,WM,2020-01-15,80,3,-29.50760739,14.54372744,7.22,44.79,11.74,0.87,Perciformes,Pecidae,gracile,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,WM,2020-01-15,40,1,-28.08504277,13.93785581,6.48,38.14,8.3,0.7,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,WM,2020-01-15,40,2,-30.25628123,9.895382705,5.84,38.76,9.12,0.72,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,WM,2020-01-15,40,3,-27.66357909,14.16745043,6.35,45.36,10.68,0.74,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,WM,2020-01-15,80,1,-29.82019054,14.86756738,6.79,47.1,12.89,0.88,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,WM,2020-01-15,80,2,-27.34701639,14.78509883,6.79,44.1,12.59,0.83,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,WM,2020-01-15,80,3,-28.46193022,14.46729317,7.35,40.25,11.66,0.92,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,WM,2020-01-15,80,4,-27.96287938,15.17685762,5.95,43.19,12.75,0.92,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,WM,2020-01-15,80,5,-29.12797664,14.92355348,6.45,47.75,13.72,0.9,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,WM,2020-01-15,80,6,-29.15752916,15.58522415,6.79,44.43,12.77,0.95,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,WM,2020-01-15,80,1,-26.85014155,15.32013873,6.64,46.13,14.25,0.87,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,WM,2020-01-15,120,1,-27.61683572,14.72073313,6.59,47.49,13.62,0.87,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.humilis,Resident,Lepomis,WM,2020-01-15,80,1,-28.57166025,14.64484541,4.75,45.93,13.69,0.95,Centrarchiformes,Centrarchidae,humilis,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,40,1,-28.35705705,14.71771598,6.53,38.46,10.78,0.61,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,40,2,-28.17174717,15.32215016,6.71,43.65,12.1,0.8,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,40,3,-28.41407547,14.71369313,7.09,40.67,11.13,0.8,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,80,1,-27.42236217,15.16727018,6.47,45.44,12.63,0.84,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,120,1,-29.09594478,14.90882865,6.26,53.01,16,0.91,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,120,2,-28.7631558,15.06034604,7.02,46.1,13.71,0.86,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,120,3,-28.33107748,15.22449711,7.05,42.92,13.1,0.95,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,WM,2020-01-15,160,1,-26.82370581,14.85926858,6.55,47.4,14.55,0.94,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-01-15,80,1,-27.9995284,15.06762317,6.85,47.92,14.48,0.92,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-01-15,80,2,-27.69208388,15.26586346,7.14,44,13.09,0.87,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-01-15,80,3,-26.17420381,15.42769227,6.91,43.5,13.28,0.92,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-01-15,80,4,-26.77382243,14.67114259,6.49,46.79,14.25,0.92,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-01-15,80,5,-26.51117115,14.9270344,6,43.27,13.1,0.98,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-01-15,120,1,-26.27295255,14.72373696,5.6,39.31,11.83,0.9,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-01-15,40,1,-27.25025963,20.53035687,NA,42.29,11.86,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-01-15,40,2,-27.18450491,19.63090261,NA,45.77,11.58,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-01-15,40,3,-25.90079408,18.95176493,NA,44.96,12.4,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-01-15,40,4,-25.47424459,19.38467736,NA,48.07,13.28,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-01-15,40,5,-25.89711932,18.43684672,NA,47.06,11.54,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
I.punctatus,Resident,Ictalurus,AR,2020-01-15,120,2,-27.37949896,17.85989723,NA,48.22,14.86,NA,Siluriformes,Ictaluridae,punctatus,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,AR,2020-01-15,80,5,-25.18784708,19.31403897,NA,48.51,14.95,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,EM,2020-01-15,120,2,-25.00754348,18.12517621,NA,50.56,15.91,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-01-15,120,4,-24.14730964,16.23076773,NA,42.07,12.97,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,GC,2020-01-15,80,1,-29.96665695,11.50779264,NA,43.6,12.48,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,GC,2020-01-15,80,2,-30.59846958,10.35974843,NA,39.14,8.83,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,GC,2020-01-15,40,1,-30.55668842,11.12983987,NA,45.31,10.52,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
C.variegatus,Transient,Cyprinodon,LN,2020-01-15,40,1,-22.21712816,12.9850887,NA,34.42,10.61,NA,Cyprinodontiformes,Cyprinodontidae,variegatus,Fish,Euryhaline,Euryhaline,NA
M.salmoides,Resident,Micropterus,LN,2020-01-15,80,1,-21.03873689,12.92030246,NA,31.94,8.43,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,MR,2020-01-15,80,2,-29.45177453,13.17392303,NA,45.6,14.12,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,MR,2020-01-15,200,1,-27.58309286,13.92547445,NA,48.07,15.02,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
I.punctatus,Resident,Ictalurus,PD,2020-01-15,120,3,-23.5395468,16.52205958,NA,45.03,13.13,NA,Siluriformes,Ictaluridae,punctatus,Fish,Freshwater,Freshwater,NA
I.punctatus,Resident,Ictalurus,PD,2020-01-15,120,4,-25.06501382,15.82739764,NA,48.37,14.31,NA,Siluriformes,Ictaluridae,punctatus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-01-15,40,1,-22.11791362,11.41761088,NA,48.69,14.99,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,PD,2020-01-15,160,2,-23.0218133,16.90653894,NA,46.28,14.54,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-01-15,40,1,-23.92715137,11.86725957,NA,31.83,10.25,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-01-15,80,1,-25.13085728,11.07683363,NA,36.52,11.45,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-01-15,80,2,-25.2510242,15.61650991,NA,45.2,10.93,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PL,2020-01-15,40,1,-26.72301244,16.25094794,NA,45.35,11.22,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PL,2020-01-15,40,2,-24.66758329,16.65828578,NA,43.64,10.97,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,PL,2020-01-15,80,1,-23.86808628,16.57265412,NA,43.6,13.25,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PL,2020-01-15,40,1,-24.48313477,17.02205265,NA,36.66,9.63,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,1,-23.23407078,16.41848814,NA,42.17,12.47,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,2,-23.9458398,15.45427471,NA,40.18,12.59,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,3,-26.64387022,14.85642212,NA,44.47,13.4,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,4,-24.69613762,18.12951406,NA,46,12.81,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,5,-23.96915986,16.00280949,NA,40.59,12.39,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,6,-23.00492577,16.23027529,NA,45.89,12.82,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,7,-22.67134741,15.24995808,NA,43.65,13.35,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,8,-23.94482588,14.78496162,NA,44.7,11.64,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,9,-23.68323556,16.40741679,NA,47.98,13.65,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-01-15,80,10,-23.42468698,15.88605713,NA,48.37,13.75,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
H.cyanoguttatus,Resident,Herichthys,SF,2020-01-15,80,5,-24.00566084,15.90518036,NA,42.3,12.7,NA,Cichliformes,Cichlidae,cyanoguttatus,Fish,Freshwater,Freshwater,NA
H.cyanoguttatus,Resident,Herichthys,SF,2020-01-15,80,6,-23.93874238,16.92173106,NA,42.35,13,NA,Cichliformes,Cichlidae,cyanoguttatus,Fish,Freshwater,Freshwater,NA
H.cyanoguttatus,Resident,Herichthys,SF,2020-01-15,80,7,-23.82214205,16.23430123,NA,47.48,14.8,NA,Cichliformes,Cichlidae,cyanoguttatus,Fish,Freshwater,Freshwater,NA
H.cyanoguttatus,Resident,Herichthys,SF,2020-01-15,80,8,-24.81679362,14.62493038,NA,38.82,12.17,NA,Cichliformes,Cichlidae,cyanoguttatus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,TR,2020-01-15,40,1,-18.03197166,17.98502809,NA,38.96,12.56,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,TR,2020-01-15,40,2,-19.27585482,17.19478981,NA,40.68,12.85,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
H.cyanoguttatus,Resident,Herichthys,TR,2020-01-15,80,2,-19.46084578,16.87638939,NA,41.82,12.7,NA,Cichliformes,Cichlidae,cyanoguttatus,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,TR,2020-01-15,80,1,-20.53134853,16.2442963,NA,39.32,11.59,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
P.latipinna,Transient,Poecilia,TR,2020-01-15,40,3,-16.89247518,17.19690547,NA,43.11,13.11,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-01-15,80,4,-16.53904846,18.13740519,NA,45.01,12.92,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-01-15,80,5,-16.83560192,17.68632861,NA,43.84,13.27,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
L.gulosus,Resident,Lepomis,WM,2020-01-15,120,2,-27.74410899,15.67415009,NA,47.04,14.22,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-05-15,64,2,-29.178165449093612,14.470431788438695,NA,46.14,13.79,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-05-15,60,1,-25.051534757364767,15.458284116594871,NA,44.45,13.42,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-05-15,63,1,-23.948781191255765,16.775420554136442,NA,44.72,13.56,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-05-15,66,1,-23.706339080710467,15.78454727084829,NA,44.18,13.37,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-05-15,62,4,-23.855691604506305,16.47131107085085,NA,38.91,11.21,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,SF,2020-05-15,65,3,-25.68270261477594,16.368598596363665,NA,45,13.3,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.mexicanus,Resident,Astyanax,TR,2020-05-15,81,1,-22.90842441917434,16.499047293479073,NA,46.15,14.43,NA,Characiformes,Characidae,mexicanus,Fish,Freshwater,Freshwater,NA
A.natalis,Resident,Ameiurus,PL,2020-05-15,40,5,-24.20378091376962,16.434402693659642,NA,45.64,13.23,NA,Siluriformes,Ictaluridae,natalis,Fish,Freshwater,Freshwater,NA
A.natalis,Resident,Ameiurus,PL,2020-05-15,41,4,-24.372587577600022,15.42198483459216,NA,46.89,13.99,NA,Siluriformes,Ictaluridae,natalis,Fish,Freshwater,Freshwater,NA
A.natalis,Resident,Ameiurus,PL,2020-05-15,43,6,-25.41611968127888,15.333335310614112,NA,45.65,13.57,NA,Siluriformes,Ictaluridae,natalis,Fish,Freshwater,Freshwater,NA
A.natalis,Resident,Ameiurus,PL,2020-05-15,53,3,-24.902538194958503,15.250730072361838,NA,47.34,14.5,NA,Siluriformes,Ictaluridae,natalis,Fish,Freshwater,Freshwater,NA
A.natalis,Resident,Ameiurus,PL,2020-05-15,136,2,-24.032928108559453,15.81284864485901,NA,45.67,14.22,NA,Siluriformes,Ictaluridae,natalis,Fish,Freshwater,Freshwater,NA
A.natalis,Resident,Ameiurus,PL,2020-05-15,142,1,-22.02668648570236,15.815870787721895,NA,45.99,14.18,NA,Siluriformes,Ictaluridae,natalis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,35,3,-29.61937280818784,21.476185740814472,NA,45.09,12.92,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,35,10,-29.462927937942347,21.26804842763702,NA,47.68,12.8,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,38,2,-26.169405538852637,16.580434156944854,NA,43.62,11.35,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,38,5,-26.4505972990978,17.77998881694823,NA,45.71,12.98,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,38,6,-26.950607374588294,16.656851721203243,NA,41.58,11.19,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,38,9,-27.97414538188069,17.89562065760237,NA,48.84,13.45,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,39,8,-24.77539913583076,16.504838307344826,NA,45.34,12.69,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,40,4,-25.73585897032919,17.640225113896705,NA,44.48,12.53,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,40,5,-25.163441894948697,16.579340137852142,NA,45.72,11.52,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,40,7,-25.034775085346432,17.586121631194217,NA,48.42,12.7,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,42,6,-24.548700471293436,16.33569901646336,NA,42.9,12.78,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,43,1,-24.72561366443021,17.10128018702176,NA,46.1,12.98,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,45,7,-24.477142399922656,16.135000196859774,NA,44.38,12.38,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,45,1,-25.059283049080193,16.073935828194415,NA,45.16,12.83,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,AR,2020-05-15,48,8,-27.191921030653234,17.34561529379529,NA,47.74,12.88,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,51,3,-24.738637190230108,16.431343258330855,NA,47.37,13.38,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,51,4,-24.66307096871767,16.25414971550265,NA,47.51,13.49,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.lutrensis,Resident,Cyprinella,PL,2020-05-15,53,2,-24.42003366169117,16.94077469396195,NA,45.44,13.11,NA,Cypriniformes,Leuciscidae,lutrensis,Fish,Freshwater,Freshwater,NA
C.variegatus,Transient,Cyprinodon,TR,2020-05-15,46,1,-17.23823257956125,19.442109253066256,NA,45.88,14.27,NA,Cyprinodontiformes,Cyprinodontidae,variegatus,Fish,Euryhaline,Euryhaline,NA
C.variegatus,Transient,Cyprinodon,TR,2020-05-15,46,2,-17.142421320721837,19.518814571628887,NA,45.4,14.19,NA,Cyprinodontiformes,Cyprinodontidae,variegatus,Fish,Euryhaline,Euryhaline,NA
C.venusta,Resident,Cyprinella,WM,2020-05-15,47,4,-26.47320775686996,13.332244308492944,NA,46.7,13.31,NA,Cypriniformes,Leuciscidae,venusta,Fish,Freshwater,Freshwater,NA
C.venusta,Resident,Cyprinella,WM,2020-05-15,47,5,-26.509883030000054,13.322159218827348,NA,43.15,12.22,NA,Cypriniformes,Leuciscidae,venusta,Fish,Freshwater,Freshwater,NA
C.venusta,Resident,Cyprinella,WM,2020-05-15,81,1,-27.97893147037776,16.993131857103393,NA,48.68,13.74,NA,Cypriniformes,Leuciscidae,venusta,Fish,Freshwater,Freshwater,NA
C.venusta,Resident,Cyprinella,WM,2020-05-15,56,2,-25.264961258750716,12.54157327871041,NA,46.87,13.18,NA,Cypriniformes,Leuciscidae,venusta,Fish,Freshwater,Freshwater,NA
C.venusta,Resident,Cyprinella,WM,2020-05-15,57,3,-25.286355168076607,11.566345108047518,NA,47.89,13.29,NA,Cypriniformes,Leuciscidae,venusta,Fish,Freshwater,Freshwater,NA
C.venusta,Resident,Cyprinella,EM,2020-05-15,62,1,-24.703027914951264,16.226846496497078,NA,42,11.8,NA,Cypriniformes,Leuciscidae,venusta,Fish,Freshwater,Freshwater,NA
D.maculatus,Transient,Dormitator,MR,2020-05-15,390,1,-28.40860144918148,15.402844596460534,NA,47.11,14.65,NA,Gobiiformes,Eleotridae,maculatus,Fish,Catadromous,Diadromous,NA
F.chrysotus,Resident,Fundulus,PD,2020-05-15,41,2,-26.623285612037407,8.139644646212947,NA,45.72,13.61,NA,Cyprinodontiformes,Fundulidae,chrysotus,Fish,Freshwater,Freshwater,NA
F.chrysotus,Resident,Fundulus,PD,2020-05-15,50,1,-28.05769191758266,8.040986901048026,NA,44.29,13.48,NA,Cyprinodontiformes,Fundulidae,chrysotus,Fish,Freshwater,Freshwater,NA
F.chrysotus,Resident,Fundulus,GC,2020-05-15,57,1,-28.910075904847393,8.517622502138599,NA,45.73,13.68,NA,Cyprinodontiformes,Fundulidae,chrysotus,Fish,Freshwater,Freshwater,NA
F.grandis,Transient,Fundulus,PD,2020-05-15,45,2,-26.39341280666157,8.845349537647738,NA,45.59,13.69,NA,Cyprinodontiformes,Fundulidae,grandis,Fish,Euryhaline,Euryhaline,NA
F.grandis,Transient,Fundulus,PD,2020-05-15,48,1,-26.531336489887067,8.924879760790889,NA,44.01,13.25,NA,Cyprinodontiformes,Fundulidae,grandis,Fish,Euryhaline,Euryhaline,NA
F.grandis,Transient,Fundulus,GC,2020-05-15,56,1,-27.952443773117135,11.560294054248162,NA,46.41,13.87,NA,Cyprinodontiformes,Fundulidae,grandis,Fish,Euryhaline,Euryhaline,NA
F.notatus,Resident,Fundulus,PD,2020-05-15,45,1,-26.47105873203296,8.529242068445848,NA,46.61,14.03,NA,Cyprinodontiformes,Fundulidae,notatus,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,GC,2020-05-15,21,9,-30.227329464769976,14.78348871137185,NA,47.8,12.08,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PD,2020-05-15,24,5,-26.762279415682897,8.41571970968835,NA,42.27,12.44,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,SF,2020-05-15,24,4,-26.80943873395585,17.048079555181864,NA,43.51,13.16,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
