pass1,pass2,pass3,site_code,collection_date,genus,species,common_name,order,family,lowest_taxon,guild,transient_type,transient,is_diadromous
150,70,29,PL,2017-11-11,Gambusia,affinis,Gambusia spp.,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,2,1,PL,2017-11-11,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
7,11,0,PL,2017-11-11,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
6,2,2,PL,2017-11-11,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
78,60,29,PL,2017-11-11,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
46,30,27,PL,2017-11-11,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
4,1,0,PL,2017-11-11,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
103,35,96,PL,2017-11-11,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,4,PL,2017-11-11,Poecilia,formosa,Amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
0,3,1,PL,2017-11-11,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
10,5,1,EM,2017-12-02,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
14,15,12,EM,2017-12-02,Lepomis,megalotis,Sunfish juvi,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2017-12-02,Lepomis,megalotis,Warmouth/ longear,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,EM,2017-12-02,Pimephales,vigilax,Pimephales sp.,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
0,0,2,EM,2017-12-02,Procambarus,clarkii,Crawfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,EM,2017-12-02,Aphredoderus,sayanus,Pirate perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
2,3,2,EM,2017-12-02,Dorosoma,cepedianum,gizzard shad,Clupeiformes,Clupeidae,D. cepedianum,Fish,Freshwater,Freshwater,Freshwater
2,3,2,EM,2017-12-02,Etheostoma,gracile,slough darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
1,1,1,EM,2017-12-02,Fundulus,notatus,Blackstripe topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
241,91,63,EM,2017-12-02,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2017-12-02,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,EM,2017-12-02,Lepomis,humilis,Orangespotted sunfish,Centrarchiformes,Centrarchidae,L. humilis,Fish,Freshwater,Freshwater,Freshwater
10,4,1,EM,2017-12-02,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
70,55,31,EM,2017-12-02,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
3,0,4,EM,2017-12-02,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2017-12-02,Micropterus,salmoides,Largemouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,2,3,EM,2017-12-02,Noturus,gyrinus,Tadpole madtom,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
41,53,25,EM,2017-12-02,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
6,12,3,EM,2017-12-02,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
1,0,1,EM,2017-12-02,Pomoxis,annularis,white crappie,Centrarchiformes,Centrarchidae,P. annularis,Fish,Freshwater,Freshwater,Freshwater
6,2,0,WM,2017-12-02,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2017-12-02,Notropis,texanus,blackstripe shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
2,1,0,WM,2017-12-02,Lepomis,megalotis,Sunfish juvi,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,3,1,WM,2017-12-02,Notropis,texanus,Blacktail/red shiner Hybrid,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,WM,2017-12-02,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2017-12-02,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,WM,2017-12-02,Aphredoderus,sayanus,Pirate perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
11,48,2,WM,2017-12-02,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,3,0,WM,2017-12-02,Cyprinella,venusta,Blacktail shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
26,29,23,WM,2017-12-02,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,0,0,WM,2017-12-02,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,WM,2017-12-02,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
6,4,4,WM,2017-12-02,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,WM,2017-12-02,Lepomis,humilis,Orangespotted sunfish,Centrarchiformes,Centrarchidae,L. humilis,Fish,Freshwater,Freshwater,Freshwater
4,3,4,WM,2017-12-02,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
31,26,7,WM,2017-12-02,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,WM,2017-12-02,Micropterus,salmoides,Largemouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
2,2,0,WM,2017-12-02,Notropis,texanus,Taillight shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
0,3,0,WM,2017-12-02,Noturus,gyrinus,Madtom catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
47,100,45,WM,2017-12-02,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,1,0,WM,2017-12-02,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2017-12-02,Pylodictis,olivaris,Flathead catfish,Siluriformes,Ictaluridae,P. olivaris,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2017-12-02,Gambusia,affinis,Gambusia blackspot?,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,3,0,GC,2017-12-03,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2017-12-03,Lepomis,megalotis,Sunfish juvi,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2017-12-03,Procambarus,clarkii,Crawfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,1,0,GC,2017-12-03,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,1,2,GC,2017-12-03,Etheostoma,gracile,slough darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
1,1,1,GC,2017-12-03,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
19,12,1,GC,2017-12-03,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,0,2,GC,2017-12-03,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,2,0,GC,2017-12-03,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
6,5,1,GC,2017-12-03,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
14,6,4,GC,2017-12-03,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,0,3,GC,2017-12-03,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,GC,2017-12-03,Lepomis,microlophus,Redear sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,GC,2017-12-03,Lepomis,miniatus,Redspotted sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2017-12-03,Lepomis,macrochirus,Bantum sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,0,2,GC,2017-12-03,Notropis,texanus,Blackspot shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,GC,2017-12-03,Notropis,texanus,Ironcolor shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
41,28,23,GC,2017-12-03,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,18,12,GC,2017-12-03,Poecilia,formosa,Amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
3,0,1,PL,2017-12-03,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
43,20,3,PL,2017-12-03,Cyprinella,venusta,shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2017-12-03,Procambarus,clarkii,Crawfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
4,3,0,PL,2017-12-03,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2017-12-03,Callinectes,sapidus,Blue crab,Decapoda,Portunidae,C. sapidus,Invertebrate,Euryhaline,Transient,Euryhaline
12,9,2,PL,2017-12-03,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,PL,2017-12-03,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
3,1,0,PL,2017-12-03,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
34,20,2,PL,2017-12-03,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,1,0,PL,2017-12-03,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
142,50,10,PL,2017-12-03,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
99,32,15,PL,2017-12-03,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
35,17,7,PL,2017-12-03,Poecilia,formosa,amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
1,1,0,MR,2017-12-05,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,MR,2017-12-05,Fundulus,grandis,mottled killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
5,2,0,MR,2017-12-05,Procambarus,clarkii,Crawfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,0,MR,2017-12-05,Agonostomus,monticola,mullet,Mugiliformes,Mugilidae,A. monticola,Fish,Amphidromous,Transient,Diadromous
1,0,0,MR,2017-12-05,Anchoa,mitchilli,anchovy,Clupeiformes,Engraulidae,A. mitchilli,Fish,Anadromous,Transient,Diadromous
1,0,0,MR,2017-12-05,Anguilla,rostrata,American eel,Anguilliformes,Anguillidae,A. rostrata,Fish,Catadromous,Transient,Diadromous
42,17,11,MR,2017-12-05,Cyprinodon,variegatus,sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
1,0,0,MR,2017-12-05,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
23,11,8,MR,2017-12-05,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
2,0,0,MR,2017-12-05,Fundulus,notatus,Blackstripe topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
44,10,13,MR,2017-12-05,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,MR,2017-12-05,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
4,1,1,MR,2017-12-05,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
3,0,0,MR,2017-12-05,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,0,2,MR,2017-12-05,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,0,1,MR,2017-12-05,Poecilia,formosa,amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
58,19,14,MR,2017-12-05,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,3,0,PD,2017-12-05,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,2,0,PD,2017-12-05,Micropterus,salmoides,bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2017-12-05,Lepomis,auritus,Sunfish juvi,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,1,3,PD,2017-12-05,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
2,6,2,PD,2017-12-05,Fundulus,notatus,Blackstripe topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
7,6,9,PD,2017-12-05,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,2,1,PD,2017-12-05,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2017-12-05,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
2,7,7,PD,2017-12-05,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
4,7,3,PD,2017-12-05,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
7,8,5,PD,2017-12-05,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,0,2,PD,2017-12-05,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
10,9,7,PD,2017-12-05,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,2,0,PD,2017-12-05,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,AR,2017-12-07,Lepomis,macrochirus,Sunfish juvi,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
3,9,30,AR,2017-12-07,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
12,0,0,AR,2017-12-07,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,3,0,AR,2017-12-07,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
4,5,0,AR,2017-12-07,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
13,7,0,AR,2017-12-07,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2017-12-07,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,AR,2017-12-07,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
4,0,0,SF,2017-12-11,Ameiurus,melas,Bullhead minnow,Siluriformes,Ictaluridae,A. melas,Fish,Freshwater,Freshwater,Freshwater
3,0,0,SF,2017-12-11,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
7,1,0,SF,2017-12-11,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
14,0,0,SF,2017-12-11,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2017-12-11,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
13,0,0,SF,2017-12-11,Poecilia,formosa,amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
93,11,0,SF,2017-12-11,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
5,107,80,TR,2017-12-11,Cyprinodon,variegatus,sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
0,19,25,TR,2017-12-11,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,17,9,TR,2017-12-11,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
7,0,1,SF,2018-02-02,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,3,5,SF,2018-02-02,Ameiurus,melas,Bullhead minnow,Siluriformes,Ictaluridae,A. melas,Fish,Freshwater,Freshwater,Freshwater
2,3,0,SF,2018-02-02,Cyprinodon,variegatus,sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
9,9,3,SF,2018-02-02,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
25,13,8,SF,2018-02-02,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2018-02-02,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
40,23,21,SF,2018-02-02,Poecilia,formosa,amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
127,90,85,SF,2018-02-02,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
9,4,3,TR,2018-02-02,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,10,1,TR,2018-02-02,Astyanax,mexicanus,Mexican tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
470,720,250,TR,2018-02-02,Cyprinodon,variegatus,Sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
3,1,0,TR,2018-02-02,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
7,14,6,TR,2018-02-02,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,TR,2018-02-02,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
9,6,11,TR,2018-02-02,Poecilia,formosa,Amazon molly,Cyprinodontiformes,Poeciliidae,P. formosa,Fish,Freshwater,Freshwater,Freshwater
110,77,50,TR,2018-02-02,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
8,0,0,AR,2018-02-03,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,AR,2018-02-03,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
21,0,1,AR,2018-02-03,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,0,2,AR,2018-02-03,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
3,0,0,AR,2018-02-03,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
12,9,6,AR,2018-02-03,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,1,2,AR,2018-02-03,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
41,16,7,AR,2018-02-03,Cyprinella,lutrensis,Mimic shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2018-02-03,Cyprinella,lutrensis,Mimic shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
3,0,0,AR,2018-02-03,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,1,2,MR,2018-02-05,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
24,20,4,MR,2018-02-05,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
3,1,1,MR,2018-02-05,Adinia,xenica,Diamond killifish,Cyprinodontiformes,Fundulidae,A. xenica,Fish,Freshwater,Freshwater,Freshwater
80,37,52,MR,2018-02-05,Cyprinodon,variegatus,Sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
6,3,0,MR,2018-02-05,Fundulus,grandis,Bayou topminnow,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
12,13,2,MR,2018-02-05,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
38,8,9,MR,2018-02-05,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
